 3.2142857142857145e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 4.3243243243243246e-01 3.9495798319327724e-01 -6.8141592920353977e-01 -2.1126261731893048e-01 -3.5709482178883667e-01 -3.2587228439763005e-01 -3.6322869955156944e-01
 3.5714285714285715e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 6.7567567567567566e-01 6.3025210084033634e-01 -6.5486725663716805e-01 1.9638746236939975e-01 3.1607262945527959e-02 -4.5424621461487957e-02 -5.5306427503736821e-02
 1.0714285714285714e-01 -1.0000000000000000e+00 1.0000000000000000e+00 -1.0000000000000000e+00 -5.1351351351351360e-01 -5.6302521008403361e-01 -8.8495575221238942e-01 -9.4899946874446606e-01 -9.6032279757901817e-01 -9.5786701777485184e-01 -9.6312904833084201e-01
 3.5714285714285715e-01 -1.0000000000000000e+00 1.0000000000000000e+00 -1.0000000000000000e+00 2.9729729729729737e-01 2.7731092436974802e-01 -7.4336283185840712e-01 -5.0734903488578009e-01 -6.4895763281775387e-01 -5.8657011191573405e-01 -5.2466367713004480e-01
 3.9285714285714285e-01 1.0000000000000000e+00 -1.0000000000000000e+00 -1.0000000000000000e+00 3.7837837837837851e-01 4.1176470588235303e-01 -6.7256637168141586e-01 -3.9401452098459355e-01 -5.3530598520511097e-01 -5.3127057274522715e-01 -4.5490782262082696e-01
 4.2857142857142855e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 -8.1081081081081141e-02 -2.5210084033613467e-02 -7.6106194690265483e-01 -7.2764299628121121e-01 -8.2918628110289172e-01 -8.1698485845951285e-01 -7.0802192326856006e-01
 3.9285714285714285e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 3.3783783783783772e-01 3.6134453781512610e-01 -7.5221238938053092e-01 -3.2601381264388174e-01 -4.0080699394754538e-01 -4.5753785385121803e-01 -5.1469855505729933e-01
 2.5000000000000000e-01 1.0000000000000000e+00 -1.0000000000000000e+00 -1.0000000000000000e+00 9.4594594594594517e-02 4.2016806722689148e-02 -7.6106194690265483e-01 -5.4843279617496021e-01 -6.0524546065904516e-01 -7.0375246872942721e-01 -6.5421026407573490e-01
 2.5000000000000000e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 2.4324324324324320e-01 2.1008403361344530e-01 -7.6106194690265483e-01 -4.4891092615548078e-01 -5.7565568258238065e-01 -5.5628703094140886e-01 -5.3163926258096650e-01
 2.8571428571428570e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 5.4054054054054168e-02 2.5210084033613578e-02 -8.1415929203539816e-01 -6.9612183460244381e-01 -7.7000672494956290e-01 -7.1955233706385791e-01 -6.5421026407573490e-01
 3.5714285714285715e-01 1.0000000000000000e+00 -1.0000000000000000e+00 -1.0000000000000000e+00 3.7837837837837851e-01 4.4537815126050417e-01 -7.3451327433628322e-01 -2.3711705330263866e-01 -4.4384667114996645e-01 -4.4437129690585919e-01 -2.9347284504235172e-01
 5.0000000000000000e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 2.9729729729729737e-01 2.9411764705882359e-01 -7.3451327433628322e-01 -2.2790862404816714e-01 -4.4182918628110290e-01 -4.4305464121132332e-01 -1.2506228201295455e-01
 3.5714285714285715e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 5.6756756756756777e-01 5.4621848739495804e-01 -7.1681415929203540e-01 -7.3490348857800591e-02 -2.5756556825823806e-01 -2.9624753127057368e-02 -3.1539611360239161e-01
 2.1428571428571427e-01 -1.0000000000000000e+00 1.0000000000000000e+00 -1.0000000000000000e+00 -2.1621621621621623e-01 -2.7731092436974780e-01 -8.4955752212389379e-01 -8.6258190189481143e-01 -8.9038332212508409e-01 -9.0256747860434494e-01 -8.8340807174887892e-01
 2.8571428571428570e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 2.8378378378378399e-01 1.9327731092436973e-01 -7.6991150442477874e-01 -3.8480609173012215e-01 -4.0215198386012108e-01 -4.4437129690585919e-01 -5.7847533632286985e-01
 4.2857142857142855e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 4.3243243243243246e-01 3.7815126050420189e-01 -7.0796460176991149e-01 -2.5340888967593411e-01 -4.3443174176193688e-01 -3.4957208689927588e-01 -3.2536123567513686e-01
 5.0000000000000000e-01 1.0000000000000000e+00 -1.0000000000000000e+00 -1.0000000000000000e+00 6.6216216216216206e-01 6.3025210084033634e-01 -6.7256637168141586e-01 1.1174074729945094e-01 -6.8594485541358496e-02 -1.6392363396971699e-01 -6.6268061783756771e-02
 3.2142857142857145e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 3.3783783783783772e-01 2.7731092436974802e-01 -6.9911504424778759e-01 -3.8303523995041622e-01 -4.8755884330867516e-01 -5.1942067149440430e-01 -4.6387643248629784e-01
 2.1428571428571427e-01 -1.0000000000000000e+00 1.0000000000000000e+00 -1.0000000000000000e+00 -3.3783783783783783e-01 -3.2773109243697474e-01 -8.2300884955752207e-01 -8.7710288648840096e-01 -9.0316072629455280e-01 -8.9203423304805796e-01 -8.7344294967613356e-01
 3.5714285714285715e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 4.8648648648648662e-01 4.6218487394957997e-01 -7.0796460176991149e-01 -2.1055427660704795e-01 -3.4297242770679226e-01 -3.1270572745227121e-01 -3.4030891878425495e-01
 1.4285714285714285e-01 -1.0000000000000000e+00 1.0000000000000000e+00 -1.0000000000000000e+00 -3.5135135135135132e-01 -3.9495798319327735e-01 -8.5840707964601770e-01 -8.7391535328493009e-01 -8.9374579690652323e-01 -8.8281764318630684e-01 -9.0931738913801696e-01
 3.5714285714285715e-01 -1.0000000000000000e+00 -1.0000000000000000e+00 1.0000000000000000e+00 5.2702702702702720e-01 5.9663865546218497e-01 -7.0796460176991149e-01 -1.5884540463963170e-01 -3.6045729657027581e-01 -2.1132323897300864e-01 -3.0543099152964615e-01
